name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified,sens_score_avg,sens_accessibility_summary,category_tags,AI Sensory Accessibility Summary,Geocode Status,Review Status,Last Verified Age
Dante Park,dante-park,Park,,,17 Dante Avenue,45.33,-75.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harwick Park,harwick-park,Park,,,13 Harwick Crescent,45.32,-75.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
NCC Aubrey Moodie Park,ncc-aubrey-moodie-park,Park,,,595 Moodie Drive,45.31,-75.82,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Burnford Park,burnford-park,Park,,,28 Glencoe Street,45.32,-75.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Valleystream East Park,valleystream-east-park,Park,,,92 Gladecrest Court,45.33,-75.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Brucelands Park,brucelands-park,Park,,,2960 Baseline Road,45.33,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dumaurier Park,dumaurier-park,Park,,,2850 Dumaurier Avenue,45.35,-75.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Barwell Park,barwell-park,Park,,,921 Alenmede Crescent,45.35,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Judge Park,judge-park,Park,,,837 Grenon Avenue,45.36,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Grandeur Park,grandeur-park,Park,,,2915 Haughton Avenue,45.36,-75.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
New Orchard Park,new-orchard-park,Park,,,243 New Orchard Avenue,45.37,-75.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ambleside Park,ambleside-park,Park,,,1083 Ambleside Drive,45.37,-75.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Inspiration Park,inspiration-park,Park,,,38 A Winthrop Private,45.37,-75.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Royal 22e Régiment Park,royal-22e-r-giment-park,Park,,,315 Centrum Boulevard,45.48,-75.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Head Lake Park,head-lake-park,Park,,,,45.05,-78.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bassano Park,bassano-park,Park,,,65 Rossland Avenue,45.35,-75.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tallwood Park,tallwood-park,Park,,,18 Mattamy Place,45.34,-75.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Citiplace Park,citiplace-park,Park,,,,45.35,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Colonnade Park,colonnade-park,Park,,,2 Colonnade Road,45.34,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gillespie Park,gillespie-park,Park,,,3601 Riverside Drive,45.35,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Uplands Pathway Network,uplands-pathway-network,Park,,,81 Country Club Drive,45.34,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Geoff Wightman Park,geoff-wightman-park,Park,,,100 Kamloops Avenue,45.35,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Brookfield Park,brookfield-park,Park,,,984 Brookfield Road East,45.37,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fielding Park,fielding-park,Park,,,591 Fielding Drive,45.36,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Linda Thom Park,linda-thom-park,Park,,,1324 Bank Street,45.39,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Osborne Park,osborne-park,Park,,,21 Osborne Street,45.39,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wing Officer Wilhelmina Walker Park,wing-officer-wilhelmina-walker-park,Park,,,305 Lysander Place,45.45,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alliance Park,alliance-park,Park,,,,45.45,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
LeBoutillier Park,leboutillier-park,Park,,,301 LeBoutillier Avenue,45.44,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bramble Lane Park - Ridgewood Tot Lot,bramble-lane-park-ridgewood-tot-lot,Park,,,3366 Bramble Lane,45.14,-75.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ferdinand Park Walkway,ferdinand-park-walkway,Park,,,5624 Ferdinand Street,45.14,-75.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Aston Woods Park,aston-woods-park,Park,,,1245 Upton Road,45.18,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Timagami Court Woodlot,timagami-court-woodlot,Park,,,6695 Marina Drive,45.17,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cobe Parkette,cobe-parkette,Park,,,1490 Cobe Terrace,45.16,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Blue Rock Park,blue-rock-park,Park,,,1514 Blue Rock Avenue,45.16,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Redbud Parkette,redbud-parkette,Park,,,40 Pike Lane,43.90,-79.24,https://www.markham.ca/wps/portal/home/recreation/parks-trails/parks/06-ward-5-parks,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
East Bridle Path Park,east-bridle-path-park,Park,,,4040 Bridle Path Drive,45.35,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North Sawmill Creek Park,north-sawmill-creek-park,Park,,,3600 Albion Road,45.35,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sawmill Creek Park Pathway Systems,sawmill-creek-park-pathway-systems,Park,,,1599 Goth Avenue,45.35,-75.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
South Sawmill Creek Park,south-sawmill-creek-park,Park,,,1619 Rosebella Avenue,45.35,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fawn Meadow Park,fawn-meadow-park,Park,,,165 Meandering Brook Drive,45.34,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hummingbird Park,hummingbird-park,Park,,,17 Upwood Street,45.37,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pike Park,pike-park,Park,,,131 Lorry Greenberg Drive,45.37,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Athans Park,athans-park,Park,,,1779 St. Barbara Street,45.36,-75.62,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Topley Park,topley-park,Park,,,32 Topley Crescent,45.37,-75.62,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Southwood Park,southwood-park,Park,,,121 Grandpark Circle,45.38,-75.62,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Conroy Skateboard Park,conroy-skateboard-park,Park,,,3142 Conroy Road,45.38,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Orlando Park Annex,orlando-park-annex,Park,,,2347 Orlando Avenue,45.38,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Orlando Park,orlando-park,Park,,,2347 Orlando Avenue,45.38,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Grasshopper Hill/Kilborn Park,grasshopper-hill-kilborn-park,Park,,,1609 Kilborn Avenue,45.39,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
John Murphy Park,john-murphy-park,Park,,,120 Rodney Crescent,45.39,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bruce Timmermans Park,bruce-timmermans-park,Park,,,1497 Gilles Street,45.38,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kingston Frontenac Public Library - Wolfe Island Branch,kingston-frontenac-public-library-wolfe-island-branch-marysville,Library,,Marysville,10 Road 95,44.19,-76.44,https://www.kfpl.ca/hours-and-locations/wolfe-island-branch,+1-613-385-2112,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Storrington Centre,storrington-centre-sunbury,Community Centre,,Sunbury,3910 Battersea Road,44.39,-76.43,http://www.southfrontenac.net,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sandy Hill Arena,sandy-hill-arena,Park,,,60 Mann Avenue,45.42,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Springhurst Park,springhurst-park-ottawa,Park,,Ottawa,24 Brunswick Street,45.41,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rideau Veterans Home Memorial Park,rideau-veterans-home-memorial-park,Park,,,44 Remembrance Crescent,45.40,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Janeville Park,janeville-park,Park,,,355 Iberville Street,45.44,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North River Road Parkette,north-river-road-parkette,Park,,,291 North River Road,45.43,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Riverain Park,riverain-park,Park,,,400 North River Road,45.43,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cardinal Glen Park,cardinal-glen-park,Park,,,11 Dunbarton Court,45.45,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Émond Park,mond-park,Park,,,217 Émond Street,45.44,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Marier Avenue Park,marier-avenue-park,Park,,,239 Marier Avenue,45.44,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Carillon Park,carillon-park,Park,,,246 Park Street,45.44,-75.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stonehenge Park,stonehenge-park,Park,,,1859 Stonehenge Crescent,45.42,-75.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gloucester Hydro Park,gloucester-hydro-park,Park,,,1078 Blair Road,45.44,-75.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bathgate Park,bathgate-park,Park,,,724 Bathgate Drive,45.44,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Whiterock Park,whiterock-park,Park,,,1245 Matheson Road,45.43,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Parkland (485 Villeneuve Private),parkland-485-villeneuve-private,Park,,,485 Villeneuve Private,45.43,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ogilvie South Park,ogilvie-south-park,Park,,,2054 Jasmine Crescent,45.44,-75.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Van Rens Park,van-rens-park,Park,,,8256 Van Rens Street,45.23,-75.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Eldon Craig Park,eldon-craig-park,Park,,,2786 Eldo Street,45.23,-75.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Volcano Park,volcano-park,Park,,,,42.80,-81.16,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Mews Park,the-mews-park,Park,,,,43.89,-79.23,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North Grenville Public Library - Kemptville Branch,north-grenville-public-library-kemptville-branch,Library,,,1 Water Street,45.02,-75.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kelvin Grove Park,kelvin-grove-park,Park,,,,45.04,-79.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bruce County Public Library - Mildmay Branch,bruce-county-public-library-mildmay-branch,Library,,,,44.04,-81.12,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alice & Albert Schram Park,alice-albert-schram-park-dunnville,Park,,Dunnville,275 Ramsey Drive,42.91,-79.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Eagle's Landing Park,eagle-s-landing-park-maple,Park,,Maple,180 Sir Benson Drive,43.87,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dunnville Soccer Park,dunnville-soccer-park-dunnville,Park,,Dunnville,120 Logan Road,42.91,-79.60,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Major W. Ross Chamberlain Park,major-w-ross-chamberlain-park,Park,,,520 Bridgeport Avenue,45.22,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Doug Rivington Park,doug-rivington-park,Park,,,701 Meadowridge Circle,45.34,-76.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Colonel Danforth Park,colonel-danforth-park,Park,,,,43.78,-79.18,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West shore park,west-shore-park,Park,,,,43.82,-79.10,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Candy Cane Park,candy-cane-park,Park,,,,43.44,-79.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gardiner Park,gardiner-park,Park,,,,42.91,-79.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elmer Pine Park,elmer-pine-park,Park,,,,51.06,-93.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bronte Heritage Waterfront Park,bronte-heritage-waterfront-park,Park,,,,43.40,-79.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Water's Edge Park,water-s-edge-park,Park,,,,43.40,-79.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pindigen Park,pindigen-park,Park,,,,45.42,-75.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fisherman's Warf,fisherman-s-warf,Park,,,,43.39,-79.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chaudière Falls Park,chaudi-re-falls-park,Park,,,,45.42,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Netherford Parkette,netherford-parkette,Park,,,,43.85,-79.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vellore Village Skate Park,vellore-village-skate-park,Park,,,,43.84,-79.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Herb McKenzie Park,herb-mckenzie-park,Park,,,,43.99,-79.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Faders park,faders-park,Park,,,,44.72,-75.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kimberley Park,kimberley-park,Park,,,,43.55,-80.28,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jonas Park,jonas-park,Park,,,,42.78,-81.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vetrans Memorial Gardens,vetrans-memorial-gardens,Park,,,,42.78,-81.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
St. Thomas Elevated Park,st-thomas-elevated-park,Park,,,,42.78,-81.21,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Driscoll Parkette,driscoll-parkette,Park,,,,44.16,-77.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gerald B. Hyde Park,gerald-b-hyde-park,Park,,,,44.16,-77.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bond Head Parkette,bond-head-parkette-newcastle,Park,,Newcastle,5 Boulton Street,43.90,-78.58,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bowmanville Museum,bowmanville-museum,Museum,,,,43.91,-78.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Barlow Court Parkette,barlow-court-parkette-bowmanville,Park,,Bowmanville,38 Barlow Court,43.93,-78.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mount Joy Park,mount-joy-park-oshawa,Park,,Oshawa,900 Coldstream Drive,43.95,-78.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Discovery Play Garden,discovery-play-garden,Park,,,,44.15,-79.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Donald Clark Park,donald-clark-park-markham,Park,,Markham,74 Hillwood Street,43.90,-79.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ajax Lion's Park,ajax-lion-s-park,Park,,,,43.83,-79.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ajax Arbor Park,ajax-arbor-park,Park,,,,43.85,-79.02,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ajax Porte Rd Parkette,ajax-porte-rd-parkette,Park,,,,43.85,-79.01,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Commerce Street Park,commerce-street-park,Park,,,,43.82,-79.08,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alderwood Park,alderwood-park,Park,,,,43.82,-79.08,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Boulevard Lake Park,boulevard-lake-park,Park,,,,48.46,-89.20,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stothart Creek Park,stothart-creek-park,Park,,,,45.07,-78.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Waterfront Trail Park,waterfront-trail-park,Park,,,,44.10,-77.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Tollkeeper's Park,the-tollkeeper-s-park-toronto,Park,,Toronto,750 Davenport Road,43.68,-79.42,https://www.toronto.ca/data/parks/prd/facilities/complex/76/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fish Hatchery Park,fish-hatchery-park,Park,,,Fish Hatchery Road,45.22,-79.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Frontenac Park,frontenac-park-burlington,Park,,Burlington,5140 Pinedale Avenue,43.37,-79.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Red Wildfong Park,red-wildfong-park-cambridge,Park,,Cambridge,150 Melran Drive,43.44,-80.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oak Street Park,oak-street-park-toronto,Park,,Toronto,165 River Street,43.66,-79.36,https://www.toronto.ca/data/parks/prd/facilities/complex/382/index.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Colin Alton Parkette,colin-alton-parkette-burlington,Park,,Burlington,3925 Leonardo Street,43.39,-79.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Port Union Waterfront Park,port-union-waterfront-park,Park,,,,43.78,-79.13,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ritter Park,ritter-park,Park,,,,43.88,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Golf Club Parkette,golf-club-parkette,Park,,,,43.69,-79.28,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Green Space,green-space-elora,Park,,Elora,12 Mill Street West,43.68,-80.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
M. Sullivan & Son Ltd. Park,m-sullivan-son-ltd-park,Park,,,,45.43,-76.34,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hydro Park East,hydro-park-east,Park,,,,45.44,-76.35,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Centennial Bikeway Park,centennial-bikeway-park,Park,,,,43.36,-79.77,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Skeleton Lake Beach Park,skeleton-lake-beach-park,Park,,,,45.23,-79.44,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Skeleton Lake Road 5 Park,skeleton-lake-road-5-park,Park,,,,45.23,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Crown Land G362,crown-land-g362,Park,,,,45.24,-79.49,https://www.sse.gov.on.ca/sites/MNR-PublicDocs/EN/ProvincialServices/LTL_Amendment_Form_19March09wSignatures.pdf,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Deepsprings Trail Park,deepsprings-trail-park,Park,,,,43.84,-79.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Deepsprings Pond,deepsprings-pond,Park,,,,43.83,-79.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fogolar Furlan,fogolar-furlan,Park,,,,42.29,-82.99,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harold Chambers Park,harold-chambers-park,Park,,,29 Water Street East,43.68,-80.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mornelle Commons,mornelle-commons,Park,,,,43.79,-79.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ferrill Park,ferrill-park,Park,,,451 Thomas Street,45.14,-76.16,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Giles Park,giles-park,Park,,,24 Lockhard-Campbell Way,45.13,-76.16,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Morbay Park,morbay-park,Park,,,,44.49,-80.20,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Majestic Park,majestic-park,Park,,,,43.85,-78.95,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Davenport Apartments Park,davenport-apartments-park-waterloo,Park,,Waterloo,609 Davenport Road,43.50,-80.53,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Snyder Park,snyder-park,Park,,,,44.44,-81.37,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
John C. Price,john-c-price,Park,,,,43.58,-79.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
EventS Centre Touring Garden,events-centre-touring-garden,Park,,,,44.18,-80.99,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Swansea Community Recreation Centre,swansea-community-recreation-centre-toronto,Community Centre,,Toronto,15 Waller Avenue,43.64,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Public Library - Swansea Memorial,toronto-public-library-swansea-memorial-toronto,Library,,Toronto,95 Lavinia Avenue,43.65,-79.48,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB088,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Floral park,floral-park,Park,,,,43.31,-80.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wigle Park,wigle-park,Park,,,,42.31,-83.03,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Forest Glade Optimist Park,forest-glade-optimist-park,Park,,,,42.30,-82.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Verterns Park,verterns-park-township-of-centre-wellington,Park,,Township of Centre Wellington,32 William Street,43.69,-80.45,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lions Club Park,lions-club-park,Park,,,,48.63,-93.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Morley Park,morley-park,Park,,,,48.65,-94.19,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Emo Fairgrounds,emo-fairgrounds,Park,,,,48.63,-93.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Emo Sportsfield,emo-sportsfield,Park,,,,48.64,-93.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wentworth Park,wentworth-park,Park,,,,44.28,-78.35,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Spring Garden Park,spring-garden-park,Park,,,,43.42,-79.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shipyard Park,shipyard-park,Park,,,,43.44,-79.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Little Fulford Park,little-fulford-park,Park,,,347 King Street West,44.58,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hogdson Park,hogdson-park,Park,,,,43.88,-79.06,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Crusaders Rugby Club,crusaders-rugby-club,Community Centre,,,2214 Ninth Line,43.50,-79.69,https://crusadersrugby.club/,+1 9053387533,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lake Ridge Park,lake-ridge-park,Park,,,,44.43,-81.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Police Parkette,police-parkette,Park,,,,44.43,-81.39,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Adeline Park,adeline-park,Park,,,,44.20,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gwendolyn Park,gwendolyn-park,Park,,,,44.24,-79.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Burritts Rapids Community Hall,burritts-rapids-community-hall,Community Centre,,,23 Grenville Street,44.98,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North Grenville Public Library - Burrits Rapids Branch,north-grenville-public-library-burrits-rapids-branch,Library,,,1 Grenville Street,44.98,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bruce County Public Library - Port Elgin Branch,bruce-county-public-library-port-elgin-branch,Library,,,708 Goderich Street,44.44,-81.39,https://library.brucecounty.on.ca/port-elgin/,+1-519-832-2201,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Harbourlands Park,harbourlands-park,Park,,,,44.51,-80.22,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Centennial Park,centennial-park-petawawa,Park,,Petawawa,18 Park Drive,45.90,-77.28,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alias Grace Park,alias-grace-park,Park,,,,43.90,-79.45,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
