name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified
Jock River Landing,jock-river-landing,Park,,Ottawa,10 Lodge Road,45.2607014,-75.7087725,,,,,,,,,,,,
Beryl Gaffney Park,beryl-gaffney-park,Park,,Ottawa,,45.2526499,-75.7070675,,,,,,,,,,,,
Maplehill Park,maplehill-park,Park,,Ottawa,35 Maplehill Way,45.2501981,-75.7101751,,,,,,,,,,,,
Millers Point Park,millers-point-park,Park,,Ottawa,474 Lockmaster Crescent,45.2266724,-75.6952536,,,,,,,,,,,,
Whitewood Avenue Park,whitewood-avenue-park,Park,,Ottawa,5490 Whitewood Avenue,45.2259025,-75.6921985,,,,,,,,,,,,
Mill Street Parkette,mill-street-parkette,Park,,Ottawa,1140 Mill Street,45.225704,-75.683938,,,,,,,,,,,,
Anne Robinson Park,anne-robinson-park,Park,,Ottawa,5331 Long Island Road,45.2382647,-75.6915009,,,,,,,,,,,,
George McLean Park,george-mclean-park,Park,,Ottawa,5348 McLean Crescent,45.2341395,-75.6960205,,,,,,,,,,,,
Hilltop Park,hilltop-park,Park,,Ottawa,5425 Hilltop Drive,45.2327325,-75.6875737,,,,,,,,,,,,
Tighe Street River Access,tighe-street-river-access,Park,,Ottawa,1118 Tighe Street,45.226262,-75.6816815,,,,,,,,,,,,
Chris Bracken Park,chris-bracken-park,Park,,Ottawa,5545 South River Drive,45.2275374,-75.6785885,,,,,,,,,,,,
Van Vliet Park,van-vliet-park,Park,,Ottawa,1064 Hill Street,45.2253409,-75.6748829,,,,,,,,,,,,
White Horse Park,white-horse-park-ottawa,Park,,Ottawa,5484 Old Mill Way,45.2340717,-75.6811511,,,,,,,,,,,,
Lismer Pines Park,lismer-pines-park,Park,,Ottawa,18 Kimmins Court,45.333984,-75.916425,,,,,,,,,,,,
Weslock Park,weslock-park,Park,,Ottawa,73 Weslock Way,45.3294831,-75.9139986,,,,,,,,,,,,
Varley Park,varley-park,Park,,Ottawa,56 Varley Drive,45.3308875,-75.9081515,,,,,,,,,,,,
Tom Thomson Park,tom-thomson-park,Park,,Ottawa,1021 Teron Road,45.330142,-75.899756,,,,,,,,,,,,
Beaverbrook Pool Park,beaverbrook-pool-park,Park,,Ottawa,,45.328651,-75.9018721,,,,,,,,,,,,
Lytle Park (Kanata),lytle-park-kanata,Park,,Ottawa,1010 Beaverbrook Road,45.3289997,-75.9044387,,,,,,,,,,,,
Penfield Parkette,penfield-parkette,Park,,Ottawa,111 A Penfield Drive,45.3287305,-75.8917537,,,,,,,,,,,,
Monk Meadow Park,monk-meadow-park,Park,,Ottawa,140 Penfield Drive,45.330179,-75.895581,,,,,,,,,,,,
Armstrong Park (Kanata),armstrong-park-kanata,Park,,Ottawa,19 A Penfield Drive,45.3253831,-75.8911654,,,,,,,,,,,,
Beaverbrook Park,beaverbrook-park,Park,,Ottawa,2500 Campeau Drive,45.320749,-75.8969987,,,,,,,,,,,,
Ernest Smith Park,ernest-smith-park,Park,,Ottawa,43 Bishops Mills Way,45.3190675,-75.8912135,,,,,,,,,,,,
Beechcliffe Park,beechcliffe-park,Park,,Ottawa,2 Beechcliffe Street,45.3331606,-75.7559293,,,,,,,,,,,,
Country Place Finger Park,country-place-finger-park,Park,,Ottawa,36 A Amberwood Crescent,45.319957,-75.711524,,,,,,,,,,,,
Cedardale Park,cedardale-park,Park,,Ottawa,29 Mary Drive,45.3215402,-75.6927961,,,,,,,,,,,,
Spratt Park,spratt-park-ottawa,Park,,Ottawa,4191 Spratt Road,45.2797735,-75.6853897,,,,,,,,,,,,
River's Bend Park,rivers-bend-park-ottawa,Park,,Ottawa,245 Riversedge Crescent,45.278325,-75.6975073,,,,,,,,,,,,
Honey Gables Park,honey-gables-park-ottawa,Park,,Ottawa,14 Ryeburn Drive,45.2832395,-75.6960868,,,,,,,,,,,,
Boyce Park,boyce-park,Park,,Ottawa,9 Boycrest Street,45.3057353,-75.7059174,,,,,,,,,,,,
Murphy Park,murphy-park-ottawa,Park,,Ottawa,1408 Lowen Drive,45.294826,-75.6966925,,,,,,,,,,,,
Blair Park,blair-park-ottawa,Park,,Ottawa,56 Winding Way,45.2864965,-75.700052,,,,,,,,,,,,
Baroness Park,baroness-park,Park,,Ottawa,2 Crestway Drive,45.2886345,-75.7031314,,,,,,,,,,,,
Gus Este Park,gus-este-park,Park,,Ottawa,26 Brookstone Street,45.2787835,-75.70643,,,,,,,,,,,,
Gospel Oak Park,gospel-oak-park-ottawa,Park,,Ottawa,55 Gospel Oak Drive,45.2834255,-75.732399,,,,,,,,,,,,
Memorial Park at Fallowfield Station,memorial-park-at-fallowfield-station,Park,,Ottawa,3355 Fallowfield Road,45.3001438,-75.733936,,,,,,,,,,,,
Ken Ross Park,ken-ross-park-ottawa,Park,,Ottawa,600 Longfields Drive,45.282953,-75.7415145,,,,,,,,,,,,
George Nelms Sports Park,george-nelms-sports-park,Park,,Ottawa,5650 Mitch Owens Road,45.2418253,-75.6526169,,,,,,,,,,,,
Harold Barnhart Park,harold-barnhart-park,Park,,Ottawa,5650 Scobie Crescent,45.2298805,-75.6403175,,,,,,,,,,,,
Greely West Park,greely-west-park,Park,,Ottawa,6485 Greely West Drive,45.2492215,-75.598841,,,,,,,,,,,,
Fern Park,fern-park,Park,,Ottawa,6462 Deer Valley Crescent,45.244995,-75.6048488,,,,,,,,,,,,
Josie Anselmo Memorial Park,josie-anselmo-memorial-park,Park,,Ottawa,6499 Princiotta Street,45.2449126,-75.5947268,,,,,,,,,,,,
McCann Park,mccann-park,Park,,Ottawa,80 Norman Street,45.3999045,-75.708477,,,,,,,,,,,,
Chaudière Park,chaudiere-park,Park,,Ottawa,68 Elm Street,45.409903,-75.7135954,,,,,,,,,,,,
Fifth Avenue Parkette,fifth-avenue-parkette,Park,,Ottawa,183 Fifth Avenue,45.400846,-75.6899836,,,,,,,,,,,,
Exploration Garden,exploration-garden,Park,,Ottawa,661 Bank Street,45.4063531,-75.689916,,,,,,,,,,,,
Lisgar Parkette,lisgar-parkette,Park,,Ottawa,342 Nepean Street,45.4147355,-75.702774,,,,,,,,,,,,
Golden Triangle Park,golden-triangle-park,Park,,Ottawa,33 MacLaren Street,45.419123,-75.6853385,,,,,,,,,,,,
Ottawa Rowing Club,ottawa-rowing-club,Park,,Ottawa,8 Lady Grey Drive,45.4352916,-75.6998404,,,,,,,,,,,,
Bingham Park,bingham-park,Park,,Ottawa,145 Cathcart Street,45.4335143,-75.6960289,,,,,,,,,,,,
Linear Park,linear-park,Park,,Ottawa,153 King Edward Avenue,45.4348355,-75.6905896,,,,,,,,,,,,
MacDonald Gardens Park,macdonald-gardens-park,Park,,Ottawa,99 Cobourg Street,45.4339682,-75.6774765,,,,,,,,,,,,
Somerton Park,somerton-park,Park,,Ottawa,,45.3536396,-75.9164801,,,,,,,,,,,,
Shirley's Brook Park,shirleys-brook-park,Park,,Ottawa,5 Shirley's Brook Drive,45.3529616,-75.925494,,,,,,,,,,,,
Armstrong Park,armstrong-park-markham,Park,,Markham,25 Major Button's Drive,43.8739228,-79.2430179,,,,,,,,,,,,
Raymerville South Parkette,raymerville-south-parkette,Park,,Markham,,43.8777452,-79.283598,,,,,,,,,,,,
South Village Park,south-village-park,Park,,Ottawa,6803 South Village Drive,45.2625925,-75.5844955,,,,,,,,,,,,
Pebble Trail Woods Park,pebble-trail-woods-park,Park,,Ottawa,6850 Pebble Trail Way,45.2636935,-75.5843547,,,,,,,,,,,,
Shadow Ridge Park,shadow-ridge-park,Park,,Ottawa,7064 Donwel Drive,45.2522582,-75.5556553,,,,,,,,,,,,
Herb Johnston Park,herb-johnston-park,Park,,Ottawa,7035 Cosgrove Avenue,45.2620345,-75.566279,,,,,,,,,,,,
Escarpment Park (Knudson),escarpment-park-knudson,Park,,Ottawa,98 Knudson Drive,45.3198428,-75.9068764,,,,,,,,,,,,
John Gooch Park,john-gooch-park,Park,,Ottawa,161 Goldridge Drive,45.3141815,-75.92896,,,,,,,,,,,,
Tanmount Park,tanmount-park,Park,,Ottawa,283 Goldridge Drive,45.3178085,-75.9268815,,,,,,,,,,,,
Star Park,star-park,Park,,Ottawa,11 A Highmont Court,45.313776,-75.9192735,,,,,,,,,,,,
Fentiman Park,fentiman-park,Park,,Ottawa,7600 Campeau Drive,45.3128593,-75.9190745,,,,,,,,,,,,
Old March Town Hall Park,old-march-town-hall-park,Park,,Ottawa,821 March Road,45.3552695,-75.933843,,,,,,,,,,,,
Weatherston Street Park,weatherston-street-park,Park,,Ottawa,557 Weatherston Street,45.3551965,-75.934394,,,,,,,,,,,,
Strandherd Ultimate Fields,strandherd-ultimate-fields,Park,,Ottawa,4061 Strandherd Drive,45.2608894,-75.7761936,,,,,,,,,,,,
Terry Carisse Park,terry-carisse-park,Park,,Ottawa,3035 Steeple Hill Crescent,45.252256,-75.808176,,,,,,,,,,,,
Ferguson Pratt Park,ferguson-pratt-park,Park,,Ottawa,2284 James Craig Street,45.1356483,-75.713832,,,,,,,,,,,,
Russvern Park,russvern-park,Park,,Ottawa,2334 Russvern Drive,45.137494,-75.711995,,,,,,,,,,,,
Edward Kidd Parkette,edward-kidd-parkette,Park,,Ottawa,2306 Edward Kidd Crescent,45.1382,-75.7216425,,,,,,,,,,,,
Edward Craig Park,edward-craig-park,Park,,Ottawa,6480 Doctor Blair Crescent,45.1352715,-75.72791,,,,,,,,,,,,
Craighurst Drive Park,craighurst-drive-park,Park,,Ottawa,6567 Craighurst Drive,45.131593,-75.7230296,,,,,,,,,,,,
Peggy's Park,peggys-park,Park,,Ottawa,6602 Fourth Line Road,45.1316515,-75.7166079,,,,,,,,,,,,
Horace Seabrook Park,horace-seabrook-park,Park,,Ottawa,2346 Perkins Drive,45.1298013,-75.7169379,,,,,,,,,,,,
Lenida Drive Park,lenida-drive-park,Park,,Ottawa,2405 Lenida Drive,45.1247575,-75.7175075,,,,,,,,,,,,
Farmstead Ridge Park,farmstead-ridge-park,Park,,Ottawa,2448 Church Street,45.123025,-75.7197855,,,,,,,,,,,,
Parkland,parkland,Park,,Ottawa,6977 Viola Street,45.0920488,-75.7352045,,,,,,,,,,,,
Tom Schonberg Park,tom-schonberg-park-ottawa,Park,,Ottawa,1 Cedarhill Drive,45.29177,-75.791766,,,,,,,,,,,,
Cedarhill Estates Park,cedarhill-estates-park,Park,,Ottawa,23 Cedarhill Drive,45.285676,-75.8007365,,,,,,,,,,,,
Bell Arena Park,bell-arena-park,Park,,Ottawa,50 Cassidy Road,45.3246053,-75.8085212,,,,,,,,,,,,
Dante Park,dante-park,Park,,Ottawa,17 Dante Avenue,45.329294,-75.8123236,,,,,,,,,,,,
Harwick Park,harwick-park,Park,,Ottawa,13 Harwick Crescent,45.3207513,-75.8254075,,,,,,,,,,,,
NCC Aubrey Moodie Park,ncc-aubrey-moodie-park,Park,,Ottawa,595 Moodie Drive,45.3114234,-75.8236667,,,,,,,,,,,,
Burnford Park,burnford-park,Park,,Ottawa,28 Glencoe Street,45.3241875,-75.7815045,,,,,,,,,,,,
Valleystream East Park,valleystream-east-park,Park,,Ottawa,92 Gladecrest Court,45.3334525,-75.79487,,,,,,,,,,,,
Brucelands Park,brucelands-park,Park,,Ottawa,2960 Baseline Road,45.3337955,-75.8013703,,,,,,,,,,,,
Dumaurier Park,dumaurier-park,Park,,Ottawa,2850 Dumaurier Avenue,45.3509271,-75.7921061,,,,,,,,,,,,
Barwell Park,barwell-park,Park,,Ottawa,921 Alenmede Crescent,45.3503141,-75.799956,,,,,,,,,,,,
Judge Park,judge-park,Park,,Ottawa,837 Grenon Avenue,45.355734,-75.79884,,,,,,,,,,,,
Grandeur Park,grandeur-park,Park,,Ottawa,2915 Haughton Avenue,45.3586427,-75.805416,,,,,,,,,,,,
New Orchard Park,new-orchard-park,Park,,Ottawa,243 New Orchard Avenue,45.37239,-75.777832,,,,,,,,,,,,
Ambleside Park,ambleside-park,Park,,Ottawa,1083 Ambleside Drive,45.3731775,-75.7806375,,,,,,,,,,,,
Inspiration Park,inspiration-park,Park,,Ottawa,38 A Winthrop Private,45.365009,-75.789413,,,,,,,,,,,,
Royal 22e Régiment Park,royal-22e-regiment-park,Park,,Ottawa,315 Centrum Boulevard,45.4822986,-75.5086462,,,,,,,,,,,,
Head Lake Park,head-lake-park,Park,,Dysart et al,,45.0455187,-78.5135401,,,,,,,,,,,,
Bassano Park,bassano-park,Park,,Ottawa,65 Rossland Avenue,45.3524345,-75.742258,,,,,,,,,,,,
Tallwood Park,tallwood-park,Park,,Ottawa,18 Mattamy Place,45.3407905,-75.7601895,,,,,,,,,,,,
Citiplace Park,citiplace-park,Park,,Ottawa,,45.3491179,-75.7094134,,,,,,,,,,,,
Colonnade Park,colonnade-park,Park,,Ottawa,2 Colonnade Road,45.340731,-75.7214129,,,,,,,,,,,,
Gillespie Park,gillespie-park,Park,,Ottawa,3601 Riverside Drive,45.345222,-75.6873185,,,,,,,,,,,,
Uplands Pathway Network,uplands-pathway-network,Park,,Ottawa,81 Country Club Drive,45.344884,-75.684682,,,,,,,,,,,,
Geoff Wightman Park,geoff-wightman-park,Park,,Ottawa,100 Kamloops Avenue,45.352469,-75.6968595,,,,,,,,,,,,
Brookfield Park,brookfield-park,Park,,Ottawa,984 Brookfield Road East,45.3737815,-75.6765405,,,,,,,,,,,,
Fielding Park,fielding-park,Park,,Ottawa,591 Fielding Drive,45.3586675,-75.6842545,,,,,,,,,,,,
Linda Thom Park,linda-thom-park,Park,,Ottawa,1324 Bank Street,45.3915777,-75.6772785,,,,,,,,,,,,
Osborne Park,osborne-park,Park,,Ottawa,21 Osborne Street,45.3890665,-75.6834915,,,,,,,,,,,,
Wing Officer Wilhelmina Walker Park,wing-officer-wilhelmina-walker-park,Park,,Ottawa,305 Lysander Place,45.4497084,-75.6368576,,,,,,,,,,,,
Alliance Park,alliance-park,Park,,Ottawa,,45.4522926,-75.6349912,,,,,,,,,,,,
LeBoutillier Park,leboutillier-park,Park,,Ottawa,301 LeBoutillier Avenue,45.444643,-75.6349812,,,,,,,,,,,,
Bramble Lane Park - Ridgewood Tot Lot,bramble-lane-park---ridgewood-tot-lot,Park,,Ottawa,3366 Bramble Lane,45.143322,-75.595564,,,,,,,,,,,,
Ferdinand Park Walkway,ferdinand-park-walkway,Park,,Ottawa,5624 Ferdinand Street,45.1424345,-75.601107,,,,,,,,,,,,
Aston Woods Park,aston-woods-park,Park,,Ottawa,1245 Upton Road,45.17668,-75.6346985,,,,,,,,,,,,
Timagami Court Woodlot,timagami-court-woodlot,Park,,Ottawa,6695 Marina Drive,45.1680625,-75.6382755,,,,,,,,,,,,
Cobe Parkette,cobe-parkette,Park,,Ottawa,1490 Cobe Terrace,45.158845,-75.6457265,,,,,,,,,,,,
Blue Rock Park,blue-rock-park,Park,,Ottawa,1514 Blue Rock Avenue,45.157356,-75.643379,,,,,,,,,,,,
Redbud Parkette,redbud-parkette,Park,,Markham,40 Pike Lane,43.9015083,-79.2399852,https://www.markham.ca/wps/portal/home/recreation/parks-trails/parks/06-ward-5-parks,,,,,,,,,,,
East Bridle Path Park,east-bridle-path-park,Park,,Ottawa,4040 Bridle Path Drive,45.349587,-75.6421955,,,,,,,,,,,,
North Sawmill Creek Park,north-sawmill-creek-park,Park,,Ottawa,3600 Albion Road,45.351211,-75.6437574,,,,,,,,,,,,
Sawmill Creek Park Pathway Systems,sawmill-creek-park-pathway-systems,Park,,Ottawa,1599 Goth Avenue,45.3513525,-75.6393547,,,,,,,,,,,,
South Sawmill Creek Park,south-sawmill-creek-park,Park,,Ottawa,1619 Rosebella Avenue,45.346883,-75.628172,,,,,,,,,,,,
Fawn Meadow Park,fawn-meadow-park,Park,,Ottawa,165 Meandering Brook Drive,45.3431985,-75.6271725,,,,,,,,,,,,
Hummingbird Park,hummingbird-park,Park,,Ottawa,17 Upwood Street,45.37007,-75.6253715,,,,,,,,,,,,
Pike Park,pike-park,Park,,Ottawa,131 Lorry Greenberg Drive,45.3668276,-75.6263968,,,,,,,,,,,,
Athans Park,athans-park,Park,,Ottawa,1779 St. Barbara Street,45.355565,-75.624906,,,,,,,,,,,,
Topley Park,topley-park,Park,,Ottawa,32 Topley Crescent,45.374541,-75.6194725,,,,,,,,,,,,
Southwood Park,southwood-park,Park,,Ottawa,121 Grandpark Circle,45.375762,-75.621617,,,,,,,,,,,,
Conroy Skateboard Park,conroy-skateboard-park,Park,,Ottawa,3142 Conroy Road,45.3754305,-75.626063,,,,,,,,,,,,
Orlando Park Annex,orlando-park-annex,Park,,Ottawa,2347 Orlando Avenue,45.3818862,-75.6569006,,,,,,,,,,,,
Orlando Park,orlando-park,Park,,Ottawa,2347 Orlando Avenue,45.3813642,-75.6585664,,,,,,,,,,,,
Grasshopper Hill/Kilborn Park,grasshopper-hillkilborn-park,Park,,Ottawa,1609 Kilborn Avenue,45.3882909,-75.6540701,,,,,,,,,,,,
John Murphy Park,john-murphy-park,Park,,Ottawa,120 Rodney Crescent,45.393603,-75.668222,,,,,,,,,,,,
Bruce Timmermans Park,bruce-timmermans-park,Park,,Ottawa,1497 Gilles Street,45.3822495,-75.6713535,,,,,,,,,,,,
Kingston Frontenac Public Library - Wolfe Island Branch,kingston-frontenac-public-library---wolfe-island-branch-marysville,Library,,Marysville,10 Road 95,44.1924784,-76.4418033,https://www.kfpl.ca/hours-and-locations/wolfe-island-branch,+1-613-385-2112,,,,,,,,,,
Storrington Centre,storrington-centre-sunbury,Community Centre,,Sunbury,3910 Battersea Road,44.3851021,-76.4252249,http://www.southfrontenac.net,,,,,,,,,,,
Sandy Hill Arena,sandy-hill-arena,Park,,Ottawa,60 Mann Avenue,45.4192809,-75.6744449,,,,,,,,,,,,
Springhurst Park,springhurst-park-ottawa,Park,,Ottawa,24 Brunswick Street,45.4137573,-75.6724518,,,,,,,,,,,,
Rideau Veterans Home Memorial Park,rideau-veterans-home-memorial-park,Park,,Ottawa,44 Remembrance Crescent,45.3996446,-75.6549274,,,,,,,,,,,,
Janeville Park,janeville-park,Park,,Ottawa,355 Iberville Street,45.4371678,-75.6551235,,,,,,,,,,,,
North River Road Parkette,north-river-road-parkette,Park,,Ottawa,291 North River Road,45.4327946,-75.6696412,,,,,,,,,,,,
Riverain Park,riverain-park,Park,,Ottawa,400 North River Road,45.4298533,-75.6693229,,,,,,,,,,,,
Cardinal Glen Park,cardinal-glen-park,Park,,Ottawa,11 Dunbarton Court,45.4455125,-75.6509295,,,,,,,,,,,,
Émond Park,emond-park,Park,,Ottawa,217 Émond Street,45.436504,-75.665091,,,,,,,,,,,,
Marier Avenue Park,marier-avenue-park,Park,,Ottawa,239 Marier Avenue,45.437745,-75.66228,,,,,,,,,,,,
Carillon Park,carillon-park,Park,,Ottawa,246 Park Street,45.4377705,-75.6612465,,,,,,,,,,,,
Stonehenge Park,stonehenge-park,Park,,Ottawa,1859 Stonehenge Crescent,45.4210149,-75.5996596,,,,,,,,,,,,
Gloucester Hydro Park,gloucester-hydro-park,Park,,Ottawa,1078 Blair Road,45.4354555,-75.6095045,,,,,,,,,,,,
Bathgate Park,bathgate-park,Park,,Ottawa,724 Bathgate Drive,45.4420715,-75.6256815,,,,,,,,,,,,
Whiterock Park,whiterock-park,Park,,Ottawa,1245 Matheson Road,45.4322165,-75.6277005,,,,,,,,,,,,
Parkland (485 Villeneuve Private),parkland-485-villeneuve-private,Park,,Ottawa,485 Villeneuve Private,45.4257114,-75.6290592,,,,,,,,,,,,
Ogilvie South Park,ogilvie-south-park,Park,,Ottawa,2054 Jasmine Crescent,45.4405875,-75.5964475,,,,,,,,,,,,
Van Rens Park,van-rens-park,Park,,Ottawa,8256 Van Rens Street,45.2302607,-75.4664647,,,,,,,,,,,,
Eldon Craig Park,eldon-craig-park,Park,,Ottawa,2786 Eldo Street,45.228598,-75.475375,,,,,,,,,,,,
Volcano Park,volcano-park,Park,,St. Thomas,,42.802632,-81.1609886,,,,,,,,,,,,
The Mews Park,the-mews-park,Park,,Markham,,43.889698,-79.2336586,,,,,,,,,,,,
North Grenville Public Library - Kemptville Branch,north-grenville-public-library---kemptville-branch,Library,,North Grenville,1 Water Street,45.0163457,-75.6459512,,,,,,,,,,,,
Kelvin Grove Park,kelvin-grove-park,Park,,Bracebridge,,45.0360647,-79.3085496,,,,,,,,,,,,
Bruce County Public Library - Mildmay Branch,bruce-county-public-library---mildmay-branch,Library,,South Bruce,,44.0411331,-81.1171733,,,,,,,,,,,,
Alice & Albert Schram Park,alice-albert-schram-park-dunnville,Park,,Dunnville,275 Ramsey Drive,42.9087449,-79.6007229,,,,,,,,,,,,
Eagle's Landing Park,eagles-landing-park-maple,Park,,Maple,180 Sir Benson Drive,43.8657027,-79.484877,,,,,,,,,,,,
Dunnville Soccer Park,dunnville-soccer-park-dunnville,Park,,Dunnville,120 Logan Road,42.9121966,-79.598174,,,,,,,,,,,,
Major W. Ross Chamberlain Park,major-w-ross-chamberlain-park,Park,,Ottawa,520 Bridgeport Avenue,45.2181613,-75.6759856,,,,,,,,,,,,
Doug Rivington Park,doug-rivington-park,Park,,Ottawa,701 Meadowridge Circle,45.3437935,-76.0259378,,,,,,,,,,,,
Colonel Danforth Park,colonel-danforth-park,Park,,Toronto,,43.7795132,-79.1771328,,,,,,,,,,,,
West shore park,west-shore-park,Park,,Pickering,,43.8185536,-79.1015982,,,,,,,,,,,,
Candy Cane Park,candy-cane-park,Park,,Oakville,,43.4432164,-79.6831285,,,,,,,,,,,,
Gardiner Park,gardiner-park,Park,,Dunnville,,42.9107076,-79.6109153,,,,,,,,,,,,
Elmer Pine Park,elmer-pine-park,Park,,Red Lake,,51.0591371,-93.8026871,,,,,,,,,,,,
Bronte Heritage Waterfront Park,bronte-heritage-waterfront-park,Park,,Oakville,,43.3954401,-79.7053789,,,,,,,,,,,,
Water's Edge Park,waters-edge-park,Park,,Oakville,,43.3989491,-79.700872,,,,,,,,,,,,
Pindigen Park,pindigen-park,Park,,Ottawa,,45.4164291,-75.7135351,,,,,,,,,,,,
Fisherman's Warf,fishermans-warf,Park,,Oakville,,43.3933602,-79.7069356,,,,,,,,,,,,
Chaudière Falls Park,chaudiere-falls-park,Park,,Ottawa,,45.4196159,-75.7210052,,,,,,,,,,,,
Netherford Parkette,netherford-parkette,Park,,Vaughan,,43.8526054,-79.520133,,,,,,,,,,,,
Vellore Village Skate Park,vellore-village-skate-park,Park,,Vaughan,,43.8368886,-79.5594335,,,,,,,,,,,,
Herb McKenzie Park,herb-mckenzie-park,Park,,Aurora,,43.9858863,-79.468368,,,,,,,,,,,,
Faders park,faders-park,Park,,Prescott,,44.7199194,-75.526052,,,,,,,,,,,,
Kimberley Park,kimberley-park,Park,,Guelph,,43.5508097,-80.2756539,,,,,,,,,,,,
Jonas Park,jonas-park,Park,,St. Thomas,,42.7770512,-81.1868458,,,,,,,,,,,,
Vetrans Memorial Gardens,vetrans-memorial-gardens,Park,,St. Thomas,,42.7782438,-81.1909842,,,,,,,,,,,,
St. Thomas Elevated Park,st-thomas-elevated-park,Park,,St. Thomas,,42.7781249,-81.2112949,,,,,,,,,,,,
Driscoll Parkette,driscoll-parkette,Park,,Belleville,,44.1579474,-77.3799777,,,,,,,,,,,,
Gerald B. Hyde Park,gerald-b-hyde-park,Park,,Belleville,,44.1604077,-77.3825622,,,,,,,,,,,,
Bond Head Parkette,bond-head-parkette-newcastle,Park,,Newcastle,5 Boulton Street,43.8966907,-78.5759697,,,,,,,,,,,,
Bowmanville Museum,bowmanville-museum,Museum,,Clarington,,43.9142947,-78.689475,,,,,,,,,,,,
Barlow Court Parkette,barlow-court-parkette-bowmanville,Park,,Bowmanville,38 Barlow Court,43.9272306,-78.6817415,,,,,,,,,,,,
Mount Joy Park,mount-joy-park-oshawa,Park,,Oshawa,900 Coldstream Drive,43.9463633,-78.8590527,,,,,,,,,,,,
Discovery Play Garden,discovery-play-garden,Park,,Bradford West Gwillimbury,,44.1498653,-79.5597515,,,,,,,,,,,,
Donald Clark Park,donald-clark-park-markham,Park,,Markham,74 Hillwood Street,43.8970382,-79.2954978,,,,,,,,,,,,
Ajax Lion's Park,ajax-lions-park,Park,,Ajax,,43.8331784,-79.0344311,,,,,,,,,,,,
Ajax Arbor Park,ajax-arbor-park,Park,,Ajax,,43.8520439,-79.0202984,,,,,,,,,,,,
Ajax Porte Rd Parkette,ajax-porte-rd-parkette,Park,,Ajax,,43.8498391,-79.0096884,,,,,,,,,,,,
Commerce Street Park,commerce-street-park,Park,,Pickering,,43.8187802,-79.0817364,,,,,,,,,,,,
Alderwood Park,alderwood-park,Park,,Pickering,,43.8168926,-79.0777971,,,,,,,,,,,,
Boulevard Lake Park,boulevard-lake-park,Park,,Thunder Bay,,48.4560747,-89.1974792,,,,,,,,,,,,
Stothart Creek Park,stothart-creek-park,Park,,Dysart et al,,45.0682992,-78.5215895,,,,,,,,,,,,
Waterfront Trail Park,waterfront-trail-park,Park,,Quinte West,,44.1019188,-77.5749,,,,,,,,,,,,
The Tollkeeper's Park,the-tollkeepers-park-toronto,Park,,Toronto,750 Davenport Road,43.6769923,-79.4167961,https://www.toronto.ca/data/parks/prd/facilities/complex/76/index.html,,,,,,,,,,,
Fish Hatchery Park,fish-hatchery-park,Park,,Muskoka Lakes Township,Fish Hatchery Road,45.2244292,-79.5033211,,,,,,,,,,,,
Frontenac Park,frontenac-park-burlington,Park,,Burlington,5140 Pinedale Avenue,43.3736125,-79.7519253,,,,,,,,,,,,
Red Wildfong Park,red-wildfong-park-cambridge,Park,,Cambridge,150 Melran Drive,43.440488,-80.2954572,,,,,,,,,,,,
Oak Street Park,oak-street-park-toronto,Park,,Toronto,165 River Street,43.6621809,-79.3581361,https://www.toronto.ca/data/parks/prd/facilities/complex/382/index.html,,,,,,,,,,,
